LAMMPS data file via write_data, version 29 Aug 2024, timestep = 50593, units = real

96 atoms
2 atom types
99 bonds
1 bond types

-7.7862 7.7862 xlo xhi
-4.7575 4.7575 ylo yhi
-2 2 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 0.1 3
2 0.1 3

Bond Coeffs # harmonic

1 300 1.2

Atoms # bond

22 1 2 -7.036236600763639 -3.4083798473505373 0.3527777428477195 0 0 0
15 1 2 -4.18045728832133 -3.1830797874529515 -1.9386200151339186 0 0 0
16 1 2 -4.317325789345228 -3.5758286153007837 -0.8196295634622863 0 0 0
14 1 2 -3.25631968081911 -2.5055277111436434 1.7050697332151976 0 0 -1
19 1 2 -6.63701856577387 -1.9704944889877656 1.5084282035819556 0 0 0
20 1 2 -6.587754462133198 -2.3700134985677606 0.36648491278790457 0 0 0
21 1 2 -6.715687712186421 -2.859518747568758 1.3617428411353094 0 0 0
18 1 2 -6.3833615437499995 -0.8845668388826521 0.9642590265688034 0 0 0
12 1 2 -3.0919898995914825 -1.6588786730654512 1.5175083725715888 0 0 -1
11 1 2 -2.946376886600585 -0.969372825928474 -1.473679642694451 0 0 0
17 1 2 -6.507778694729483 -0.3498604510242066 -0.03655613313802591 0 0 0
8 1 2 -4.260638189976152 0.20115876720745016 -0.9067001049649589 0 0 0
10 1 2 -3.9223271145415555 -0.6288207109876505 -0.9373202080292173 0 0 0
2 1 1 -4.296177980299694 -4.163014409870562 -1.8493562061036524 0 0 0
7 1 2 -4.994464362423666 -0.11778100265418477 0.04443843458722883 0 0 0
13 1 2 -2.543831489355574 -1.96562216078159 -1.4393939152140407 0 0 0
9 1 2 -3.992319046297685 -0.11178544387205656 0.1610262360588304 0 0 0
23 1 2 -6.9407940714985825 -4.509107086471066 -0.11467571285323691 0 0 0
26 1 2 -4.753446785962889 -4.524426612713824 -0.8707126537347631 0 0 0
77 1 2 -3.9423908721396006 -4.507420248864637 -0.6847454575241181 0 0 0
