LAMMPS data file via write_data, version 29 Aug 2024, timestep = 50583, units = real

97 atoms
2 atom types
96 bonds
1 bond types

-17.625 19.778 xlo xhi
-21.285 21.285 ylo yhi
-2 2 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 0.1 3
2 0.1 3

Bond Coeffs # harmonic

1 300 1.2

Atoms # bond

84 1 2 1.038859722751329 -6.339359753248594 -1.8909736251721512 0 0 0
86 1 2 1.968065497872549 -5.808865402739816 -1.7754160781107828 0 0 0
85 1 2 2.0468248932436315 -6.953486306553137 1.7636160200105127 0 0 -1
54 1 2 -10.52918296854168 -3.7555769743811225 -1.951679736724727 0 0 1
53 1 2 -10.816148554427068 -2.956469755836082 1.1410869130860077 0 0 0
52 1 2 -9.900891856918916 -2.3834278991173368 0.6249860324226374 0 0 0
97 1 2 -5.11010455435357 -7.790116007787872 -1.7808395240961004 0 0 1
96 1 2 -4.958980569517177 -7.212684211189354 -0.776962095017387 0 0 1
95 1 2 -5.755856331467965 -6.457868002773631 -1.3057610818371064 0 0 1
94 1 2 -6.063122496943784 -5.311880942036608 -1.3041818324529302 0 0 1
93 1 2 -6.964122608978321 -4.61769663849448 -0.9392840269235353 0 0 1
83 1 2 0.6648116289419879 -5.864954363585053 -0.8657170349335698 0 0 0
82 1 2 -0.42882728926568286 -6.360020690796866 -0.5498941768182174 0 0 0
81 1 2 -0.9583762745899063 -5.284212608129207 -0.8313401731970508 0 0 0
79 1 2 -2.4733586671730716 -4.840211177623475 -0.3338149074615593 0 0 0
80 1 2 -1.3960205304172937 -4.878068535970947 0.18528429385677403 0 0 0
78 1 2 -1.6476365092628655 -3.9042507536435282 -0.0014555041466780532 0 0 0
77 1 2 -1.8076332016010705 -2.8249776536541553 0.4487419410217761 0 0 0
33 1 2 0.963972501869328 -2.979239632037378 1.8072110624403799 0 0 -1
32 1 2 1.1622801184619462 -2.979385018246013 0.6374593551602282 0 0 -1
31 1 2 0.8865823041813596 -2.3501321153791928 1.604494470041061 0 0 -1
30 1 2 1.7995259509279278 -2.197856937682454 0.8855171573329828 0 0 -1
29 1 2 2.8483197801101943 -1.5114020989772734 0.5111567052906077 0 0 -1
28 1 2 3.392226802476786 -0.8808176601126417 -0.3340837369804162 0 0 -1
27 1 2 4.228830818059918 -0.9573140483226006 0.5801419856084676 0 0 -1
26 1 2 4.948784475031738 -0.5987491881520525 -0.2853967875600899 0 0 -1
22 1 2 4.566140866756136 -4.212322283794931 0.478343828823817 0 0 -2
21 1 2 5.370000113033749 -5.073151553036313 0.4971868663288187 0 0 -2
20 1 2 5.509727115041045 -4.0721365114920545 1.0200969411188734 0 0 -2
51 1 2 -8.963784910073976 -2.0618526558460215 0.1283422553549148 0 0 0
92 1 2 -6.218071424296702 -3.722671481469958 -1.2834957363777713 0 0 1
91 1 2 -5.3506764859630085 -2.882620443302411 -1.1030615413416724 0 0 1
50 1 2 -9.302812651948067 -0.9835977972331292 -0.4004155042343024 0 0 0
49 1 2 -8.260490206027223 -0.4193572736875419 -0.061306795700671796 0 0 0
48 1 2 -7.237101876726058 0.0794934057090585 0.4559803601525675 0 0 0
47 1 2 -6.763047991145027 0.9367270434823011 -0.146590721611939 0 0 0
46 1 2 -5.77060335360434 0.44247771693385235 -0.5918403148464503 0 0 0
45 1 2 -5.129706610658512 0.5575450512584584 0.3781282149006965 0 0 0
44 1 2 -4.625522666774067 1.6751405612514867 0.5762294415829279 0 0 0
